id,kanji_list,tokens
s214,"[56, 88, 103, 116]","[{""kind"": ""word"", ""ja"": ""動物園"", ""reading"": ""どうぶつえん"", ""en"": ""zoo"", ""kanji"": [""物"", ""園""], ""targets"": [88, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s215,"[94, 117]","[{""kind"": ""word"", ""ja"": ""駐車場"", ""reading"": ""ちゅうしゃじょう"", ""en"": ""parking lot"", ""kanji"": [""車"", ""場""], ""targets"": [94, 117]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""車"", ""reading"": ""くるま"", ""en"": ""car"", ""kanji"": [""車""], ""targets"": [94]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""ある"", ""reading"": ""ある"", ""en"": ""is"", ""kanji"": [], ""targets"": []}]"
s216,"[65, 117]","[{""kind"": ""word"", ""ja"": ""場所"", ""reading"": ""ばしょ"", ""en"": ""place"", ""kanji"": [""場""], ""targets"": [117]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""聞く"", ""reading"": ""きく"", ""en"": ""ask"", ""kanji"": [""聞""], ""targets"": [65]}]"
s217,"[54, 118, 119]","[{""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s218,[118],"[{""kind"": ""word"", ""ja"": ""病気"", ""reading"": ""びょうき"", ""en"": ""illness"", ""kanji"": [""病""], ""targets"": [118]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s219,"[42, 61, 96, 119]","[{""kind"": ""word"", ""ja"": ""大学院"", ""reading"": ""だいがくいん"", ""en"": ""grad school"", ""kanji"": [""大"", ""学"", ""院""], ""targets"": [42, 96, 119]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""入る"", ""reading"": ""はいる"", ""en"": ""enter"", ""kanji"": [""入""], ""targets"": [61]}]"
s220,"[41, 118, 119]","[{""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}]"
s221,"[54, 120]","[{""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s222,"[19, 54, 60, 120]","[{""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""お金"", ""reading"": ""おかね"", ""en"": ""money"", ""kanji"": [""金""], ""targets"": [19]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""出す"", ""reading"": ""だす"", ""en"": ""withdraw"", ""kanji"": [""出""], ""targets"": [60]}]"
s223,"[47, 52, 54, 120]","[{""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""外"", ""reading"": ""そと"", ""en"": ""outside"", ""kanji"": [""外""], ""targets"": [52]}]"
s224,"[62, 71, 121]","[{""kind"": ""word"", ""ja"": ""本屋"", ""reading"": ""ほんや"", ""en"": ""bookstore"", ""kanji"": [""本"", ""屋""], ""targets"": [71, 121]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""本"", ""reading"": ""ほん"", ""en"": ""book"", ""kanji"": [""本""], ""targets"": [71]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s225,"[41, 121]","[{""kind"": ""word"", ""ja"": ""部屋"", ""reading"": ""へや"", ""en"": ""room"", ""kanji"": [""屋""], ""targets"": [121]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}]"
s226,"[62, 80, 102, 121]","[{""kind"": ""word"", ""ja"": ""肉屋"", ""reading"": ""にくや"", ""en"": ""butcher"", ""kanji"": [""肉"", ""屋""], ""targets"": [80, 121]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""牛肉"", ""reading"": ""ぎゅうにく"", ""en"": ""beef"", ""kanji"": [""牛"", ""肉""], ""targets"": [102, 80]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s227,"[24, 54, 96, 97]","[{""kind"": ""word"", ""ja"": ""今日"", ""reading"": ""きょう"", ""en"": ""today"", ""kanji"": [""今""], ""targets"": [24]}, {""kind"": ""word"", ""ja"": ""学校"", ""reading"": ""がっこう"", ""en"": ""school"", ""kanji"": [""学"", ""校""], ""targets"": [96, 97]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s228,"[36, 54, 115, 116]","[{""kind"": ""word"", ""ja"": ""友達"", ""reading"": ""ともだち"", ""en"": ""friend"", ""kanji"": [""友""], ""targets"": [36]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s229,"[14, 28, 58, 102]","[{""kind"": ""word"", ""ja"": ""毎日"", ""reading"": ""まいにち"", ""en"": ""every day"", ""kanji"": [""毎"", ""日""], ""targets"": [28, 14]}, {""kind"": ""word"", ""ja"": ""牛乳"", ""reading"": ""ぎゅうにゅう"", ""en"": ""milk"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s230,"[37, 54, 120]","[{""kind"": ""word"", ""ja"": ""父"", ""reading"": ""ちち"", ""en"": ""father"", ""kanji"": [""父""], ""targets"": [37]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""働く"", ""reading"": ""はたらく"", ""en"": ""work"", ""kanji"": [], ""targets"": []}]"
s231,"[38, 62, 81, 114, 117]","[{""kind"": ""word"", ""ja"": ""母"", ""reading"": ""はは"", ""en"": ""mother"", ""kanji"": [""母""], ""targets"": [38]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""市場"", ""reading"": ""いちば"", ""en"": ""market"", ""kanji"": [""市"", ""場""], ""targets"": [114, 117]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""魚"", ""reading"": ""さかな"", ""en"": ""fish"", ""kanji"": [""魚""], ""targets"": [81]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s232,"[40, 94, 95, 108]","[{""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""地下鉄"", ""reading"": ""ちかてつ"", ""en"": ""subway"", ""kanji"": [""下"", ""鉄""], ""targets"": [40, 108]}]"
s233,"[54, 109, 110, 111]","[{""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}]"
s234,"[47, 71, 121]","[{""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""前"", ""reading"": ""まえ"", ""en"": ""front"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""本屋"", ""reading"": ""ほんや"", ""en"": ""bookstore"", ""kanji"": [""本"", ""屋""], ""targets"": [71, 121]}]"
s235,"[47, 118, 119]","[{""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""近く"", ""reading"": ""ちかく"", ""en"": ""near"", ""kanji"": [], ""targets"": []}]"
s236,"[34, 115, 116]","[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""子供"", ""reading"": ""こども"", ""en"": ""child"", ""kanji"": [""子""], ""targets"": [34]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there are"", ""kanji"": [], ""targets"": []}]"
s237,"[57, 89, 101, 104]","[{""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""word"", ""ja"": ""ご飯"", ""reading"": ""ごはん"", ""en"": ""rice"", ""kanji"": [""飯""], ""targets"": [89]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s238,"[105, 107]","[{""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}]"
s239,"[83, 103, 106]","[{""kind"": ""word"", ""ja"": ""焼き鳥"", ""reading"": ""やきとり"", ""en"": ""grilled chicken"", ""kanji"": [""焼"", ""鳥""], ""targets"": [106, 103]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""お酒"", ""reading"": ""おさけ"", ""en"": ""alcohol"", ""kanji"": [""酒""], ""targets"": [83]}]"
s240,"[102, 103]","[{""kind"": ""word"", ""ja"": ""牛"", ""reading"": ""うし"", ""en"": ""cow"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}]"
s241,"[41, 114, 115, 116]","[{""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""center"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}]"
s242,"[49, 108, 112]","[{""kind"": ""word"", ""ja"": ""鉄道"", ""reading"": ""てつどう"", ""en"": ""railway"", ""kanji"": [""鉄"", ""道""], ""targets"": [108, 49]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s243,"[62, 94, 95, 113]","[{""kind"": ""word"", ""ja"": ""切符"", ""reading"": ""きっぷ"", ""en"": ""ticket"", ""kanji"": [""切""], ""targets"": [113]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買って"", ""reading"": ""かって"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}, {""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""乗る"", ""reading"": ""のる"", ""en"": ""ride"", ""kanji"": [], ""targets"": []}]"
s244,"[44, 52, 54, 110, 111]","[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""外国"", ""reading"": ""がいこく"", ""en"": ""foreign country"", ""kanji"": [""外"", ""国""], ""targets"": [52, 44]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s245,"[22, 54, 118, 119]","[{""kind"": ""word"", ""ja"": ""病気"", ""reading"": ""びょうき"", ""en"": ""illness"", ""kanji"": [""病""], ""targets"": [118]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""時"", ""reading"": ""とき"", ""en"": ""when"", ""kanji"": [""時""], ""targets"": [22]}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s246,"[54, 118, 119, 120]","[{""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}]"
s247,"[46, 101, 112]","[{""kind"": ""word"", ""ja"": ""美しい"", ""reading"": ""うつくしい"", ""en"": ""beautiful"", ""kanji"": [""美""], ""targets"": [101]}, {""kind"": ""word"", ""ja"": ""川"", ""reading"": ""かわ"", ""en"": ""river"", ""kanji"": [""川""], ""targets"": [46]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s248,"[41, 103, 110, 115, 116]","[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""飛ぶ"", ""reading"": ""とぶ"", ""en"": ""fly"", ""kanji"": [""飛""], ""targets"": [110]}]"
s249,"[80, 102, 106, 107]","[{""kind"": ""word"", ""ja"": ""牛肉"", ""reading"": ""ぎゅうにく"", ""en"": ""beef"", ""kanji"": [""牛"", ""肉""], ""targets"": [102, 80]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""焼く"", ""reading"": ""やく"", ""en"": ""grill"", ""kanji"": [""焼""], ""targets"": [106]}]"
s250,"[62, 87, 88, 105, 114, 117]","[{""kind"": ""word"", ""ja"": ""市場"", ""reading"": ""いちば"", ""en"": ""market"", ""kanji"": [""市"", ""場""], ""targets"": [114, 117]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s251,"[101, 103, 104, 106]","[{""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""word"", ""ja"": ""焼き鳥"", ""reading"": ""やきとり"", ""en"": ""grilled chicken"", ""kanji"": [""焼"", ""鳥""], ""targets"": [106, 103]}]"
s252,"[54, 109]","[{""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""島"", ""reading"": ""しま"", ""en"": ""island"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s253,"[41, 54, 63, 110, 111]","[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""読む"", ""reading"": ""よむ"", ""en"": ""read"", ""kanji"": [""読""], ""targets"": [63]}]"
s254,"[40, 47, 108]","[{""kind"": ""word"", ""ja"": ""地下鉄"", ""reading"": ""ちかてつ"", ""en"": ""subway"", ""kanji"": [""下"", ""鉄""], ""targets"": [40, 108]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}]"
s255,"[71, 80, 121]","[{""kind"": ""word"", ""ja"": ""本屋"", ""reading"": ""ほんや"", ""en"": ""bookstore"", ""kanji"": [""本"", ""屋""], ""targets"": [71, 121]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""肉屋"", ""reading"": ""にくや"", ""en"": ""butcher"", ""kanji"": [""肉"", ""屋""], ""targets"": [80, 121]}]"
s256,"[58, 82, 115, 116]","[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""お茶"", ""reading"": ""おちゃ"", ""en"": ""tea"", ""kanji"": [""茶""], ""targets"": [82]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s257,"[114, 118, 119]","[{""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}]"
